Id,date,price,bedrooms,bathrooms,No Of Cars,Garage,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
11454,20140718T000000,354000.00,5,1.75,2,1,1830,7986,1,0,0,4,7,1060,770,1962,0,98106,47.5208,-122.35,1410,7260
11455,20140519T000000,850000.00,4,3.5,0,0,2640,5900,2,0,2,3,8,2640,0,1937,1998,98136,47.5421,-122.383,1700,5900
11456,20140524T000000,496700.00,3,2.5,0,0,1740,5782,2,0,0,4,8,1740,0,1989,0,98029,47.5783,-122.001,2080,5782
11457,20141104T000000,300000.00,3,2,0,0,1550,8300,1,0,0,4,8,1550,0,1965,0,98055,47.4654,-122.195,1860,8000
11458,20141017T000000,390000.00,3,1,0,0,1040,8075,1,0,0,4,7,1040,0,1961,0,98033,47.6701,-122.176,1450,8075
11459,20140519T000000,350000.00,3,2.25,3,1,1640,7200,2,0,0,4,8,1640,0,1985,0,98007,47.5948,-122.153,1830,8372
11460,20140922T000000,561000.00,3,2.25,3,1,1640,7200,2,0,0,4,8,1640,0,1985,0,98007,47.5948,-122.153,1830,8372
11461,20140730T000000,475000.00,3,1.75,0,0,1260,10065,1,0,0,3,7,1260,0,1954,2014,98006,47.5727,-122.138,1320,10278
11462,20141016T000000,275000.00,3,1.5,2,1,1170,1174,2,0,0,3,7,840,330,2007,0,98126,47.5459,-122.376,1170,2537
11463,20141028T000000,290000.00,3,1.75,0,0,1590,13500,1,0,0,4,7,1090,500,1980,0,98038,47.3621,-122.031,1540,10375
11464,20150211T000000,199000.00,3,2.5,1,1,1750,6725,1,0,0,3,7,1330,420,1993,0,98038,47.352,-122.058,1670,7744
11465,20150324T000000,279900.00,4,2.5,2,1,1770,4338,2,0,0,3,7,1770,0,2001,0,98042,47.3672,-122.099,1770,6606
11466,20150505T000000,1660000.00,4,2.25,2,1,3530,5500,2,0,0,3,8,2860,670,1940,0,98105,47.6618,-122.273,2840,5500
11467,20150413T000000,405000.00,3,2.5,2,1,2160,10200,1,0,0,3,7,1360,800,1978,0,98133,47.7295,-122.331,2010,7850
11468,20150127T000000,615000.00,4,2.25,2,1,2360,15860,1,0,0,3,9,2360,0,1977,0,98074,47.6307,-122.051,2650,11798
11469,20141002T000000,268000.00,3,1.75,3,1,1980,12543,1,0,0,3,8,1180,800,1978,0,98023,47.3104,-122.394,2090,8539
11470,20140825T000000,451000.00,4,1.5,0,0,1620,5444,1.5,0,0,3,8,1620,0,1955,0,98125,47.7065,-122.297,1620,6912
11471,20141215T000000,850000.00,2,2.75,1,1,2700,9854,1,0,0,3,9,2700,0,2012,0,98053,47.7187,-122.024,1440,4168
11472,20140921T000000,1180000.00,5,2.25,3,1,3270,16553,2,0,2,5,9,2470,800,1968,0,98040,47.5428,-122.236,3690,17916
11473,20140516T000000,245000.00,2,1,0,0,870,6150,1,0,0,3,6,870,0,1941,0,98106,47.5256,-122.347,1120,6150
11474,20140626T000000,450000.00,2,1.75,3,1,840,3340,1,0,0,3,6,700,140,1912,0,98107,47.6692,-122.359,1700,3980
11475,20150409T000000,370350.00,3,3.5,2,1,1340,1168,2,0,2,3,8,1080,260,2002,0,98133,47.711,-122.356,1650,1378
11476,20140729T000000,543000.00,3,2.5,2,1,1540,1256,3,0,0,3,8,1540,0,2004,0,98103,47.6498,-122.346,1500,1350
11477,20150127T000000,265000.00,2,2,0,0,1650,8975,1,0,0,5,6,1650,0,1942,0,98146,47.5073,-122.36,1260,8668
11478,20150325T000000,497000.00,3,2.5,0,0,2630,4611,2,0,0,3,8,2630,0,2001,0,98065,47.5322,-121.868,2220,5250
11479,20150412T000000,419000.00,4,2.25,0,0,1880,9727,1,0,0,3,7,1100,780,1979,0,98028,47.7731,-122.257,1790,10274
11480,20140724T000000,545800.00,4,2.5,0,0,1980,4500,2,0,0,3,8,1980,0,1989,0,98029,47.579,-122.001,1770,4595
11481,20150403T000000,403000.00,3,1,0,0,1500,10730,1,0,0,3,7,1000,500,1977,0,98053,47.6385,-121.966,1570,12210
11482,20141110T000000,195000.00,3,2,3,1,1230,8235,1.5,0,0,3,6,1230,0,1959,0,98168,47.4853,-122.304,1080,10281
11483,20141211T000000,1130000.00,4,2.5,0,0,2520,2600,2,0,0,5,8,1670,850,1925,0,98119,47.6434,-122.358,2290,3600
11484,20140929T000000,255000.00,5,1.75,0,0,1970,8925,1,0,0,5,7,1170,800,1977,0,98002,47.2925,-122.196,1910,8025
11485,20140627T000000,500000.00,2,1.5,0,0,1520,8040,1,0,0,5,7,1520,0,1951,0,98125,47.7131,-122.306,1440,8040
11486,20140505T000000,855000.00,4,2.75,0,0,2600,5390,1,0,0,4,8,1300,1300,1960,0,98199,47.6382,-122.397,2550,5600
11487,20150107T000000,390000.00,4,2,3,1,2290,9200,1.5,0,0,3,7,2290,0,1920,0,98166,47.4678,-122.363,2140,9200
11488,20150324T000000,339000.00,3,2,0,0,1979,8470,1,0,2,4,7,1329,650,1956,0,98198,47.3912,-122.301,1650,8591
11489,20150306T000000,1330000.00,4,3.5,0,0,2170,3672,2,0,0,3,9,2170,0,1905,1989,98115,47.6828,-122.329,1950,3450
11490,20150217T000000,429900.00,4,1.5,3,1,1820,17918,1,0,0,4,8,1190,630,1962,0,98056,47.521,-122.179,1890,15241
11491,20140925T000000,370900.00,3,1.5,0,0,1200,8560,1,0,0,4,7,1200,0,1975,0,98011,47.7392,-122.194,1550,7800
11492,20150429T000000,457500.00,3,1,0,0,1210,7636,1,0,0,4,7,1210,0,1952,0,98118,47.5377,-122.266,1530,5900
11493,20150227T000000,499000.00,4,2.5,2,1,1970,2601,2,0,0,3,7,1440,530,1999,0,98144,47.5949,-122.308,1760,3025
11494,20150212T000000,225000.00,2,1,3,1,1040,11500,1,0,0,5,7,1040,0,1947,0,98003,47.2791,-122.3,1300,11954
11495,20140915T000000,615000.00,3,1.75,0,0,1920,4000,1,0,0,3,7,1070,850,1950,0,98102,47.6392,-122.318,2280,4000
11496,20150113T000000,455000.00,2,1.5,2,1,1020,1146,3,0,0,3,7,1020,0,2001,0,98115,47.6774,-122.325,1138,1156
11497,20140514T000000,458000.00,3,1,1,1,1660,7500,1,0,0,4,7,1060,600,1940,0,98125,47.7105,-122.306,1450,7500
11498,20141030T000000,580000.00,3,2.25,2,1,1670,7416,1,0,0,4,7,1220,450,1974,0,98005,47.6028,-122.172,1710,7416
11499,20140514T000000,966000.00,5,4.5,3,1,3810,8019,2,0,0,3,10,3810,0,2008,0,98074,47.5915,-122.058,3390,7713
11500,20141007T000000,240000.00,4,1.75,0,0,2020,10332,1,0,0,3,7,1010,1010,1954,0,98168,47.5059,-122.303,2240,8379
11501,20150331T000000,229050.00,1,1,0,0,420,3298,1,0,0,4,4,420,0,1949,0,98136,47.5375,-122.391,1460,4975
11502,20150223T000000,328500.00,3,2.25,3,1,1390,1407,3,0,0,3,7,1390,0,2004,0,98125,47.7227,-122.296,1390,1628
11503,20150121T000000,319000.00,3,1.5,2,1,2010,10100,1,0,0,4,7,1110,900,1964,0,98168,47.4738,-122.266,1900,10100
11504,20140502T000000,650000.00,4,2,0,0,1820,5000,1.5,0,1,3,7,1640,180,1945,0,98115,47.6815,-122.269,2060,5000
11505,20150217T000000,398500.00,3,2.5,1,1,1630,1971,2,0,0,3,8,1630,0,1996,0,98177,47.7753,-122.375,1630,3451
11506,20140620T000000,250000.00,1,1,0,0,800,16306,1,0,0,2,6,680,120,1931,0,98168,47.4916,-122.308,1270,8666
11507,20140626T000000,815000.00,3,2,1,1,2270,11989,1,0,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439
11508,20150316T000000,1070000.00,3,2.75,1,1,2290,5002,2,0,0,4,9,1950,340,1995,0,98033,47.6811,-122.207,2290,5100
11509,20141001T000000,510000.00,3,2.25,1,1,2750,219542,2,0,0,3,7,1870,880,1981,0,98014,47.6367,-121.948,2430,219542
11510,20141114T000000,156000.00,2,1.75,0,0,590,6138,1,0,0,2,5,590,0,1947,0,98118,47.545,-122.278,1360,7112
11511,20140522T000000,254500.00,4,2.75,1,1,2570,7264,2,0,0,3,8,1720,850,1998,0,98092,47.258,-122.208,2420,7911
11512,20140721T000000,760000.00,3,2.5,3,1,2050,15020,1,0,2,3,9,1600,450,1960,0,98177,47.759,-122.371,2930,15050
11513,20150506T000000,210000.00,3,2.5,0,0,1610,6732,2,0,0,3,7,1610,0,1994,0,98030,47.3658,-122.172,1680,7414
11514,20140825T000000,349950.00,3,2.5,0,0,2140,7715,2,0,0,3,7,2140,0,1991,0,98198,47.384,-122.322,1990,7628
11515,20150402T000000,676000.00,3,2,0,0,1730,6784,2.5,0,0,4,7,1730,0,1942,0,98199,47.6462,-122.403,1210,6784
11516,20150102T000000,475000.00,4,3.5,0,0,2440,3052,2,0,0,3,8,1940,500,2006,0,98108,47.555,-122.309,2390,4600
11517,20140630T000000,880000.00,4,2.75,0,0,3220,4392,1.5,0,0,4,9,2320,900,1931,0,98105,47.6713,-122.276,2310,5795
11518,20140903T000000,1210000.00,4,3.25,2,1,4330,26162,2,0,0,3,11,4330,0,1997,0,98074,47.6009,-122.011,5110,26319
11519,20141212T000000,420000.00,3,1.5,2,1,1780,5000,1,0,4,4,7,1030,750,1958,0,98118,47.5168,-122.256,1780,7500
11520,20140523T000000,607000.00,3,1,0,0,1230,8114,1,0,0,4,7,1230,0,1951,0,98004,47.5822,-122.196,2220,8114
11521,20141124T000000,475000.00,4,1.75,2,1,2160,19283,2,0,0,3,8,2160,0,1981,0,98011,47.7603,-122.169,1990,9744
11522,20141022T000000,395000.00,2,1.75,0,0,1400,2500,1,0,0,5,7,710,690,1916,0,98116,47.5628,-122.391,1250,5700
11523,20150220T000000,650000.00,4,1.75,0,0,1900,10454,1,0,0,4,7,1180,720,1954,0,98004,47.5933,-122.195,2060,11325
11524,20150331T000000,625000.00,5,2.75,3,1,2910,85377,1,0,0,4,8,1510,1400,1966,0,98027,47.48,-122.03,2160,66120
11525,20140729T000000,849000.00,3,3,0,0,2960,42159,2,0,0,3,10,2960,0,1995,0,98052,47.7183,-122.1,2640,25209
11526,20140610T000000,429950.00,3,1.5,1,1,2010,9480,1,0,0,3,8,1570,440,1951,0,98125,47.7102,-122.281,1920,8791
11527,20141028T000000,825000.00,3,2.5,2,1,3760,5260,2,0,0,3,9,3230,530,2002,0,98029,47.5489,-122.007,3080,5312
11528,20140829T000000,505000.00,2,1,2,1,1020,5000,1,0,0,4,7,1020,0,1916,0,98117,47.6781,-122.363,1480,5000
11529,20140512T000000,265000.00,2,1,0,0,1290,2828,2,0,0,3,7,1290,0,2008,0,98053,47.6968,-122.025,1290,2628
11530,20140625T000000,283000.00,3,1,3,1,890,8400,1,0,0,4,6,890,0,1954,0,98056,47.5168,-122.204,1850,5565
11531,20150407T000000,560000.00,3,2.75,0,0,1620,7500,1,0,0,5,7,1140,480,1979,0,98074,47.6175,-122.065,1900,7500
11532,20141113T000000,765000.00,4,2.5,2,1,3360,13636,2,0,0,3,10,3360,0,1987,0,98074,47.6373,-122.042,2980,10615
11533,20140722T000000,610000.00,5,2.75,3,1,2930,31411,1,0,0,4,9,1520,1410,1975,0,98006,47.5576,-122.186,3070,12378
11534,20140903T000000,589000.00,3,2.5,3,1,2940,4799,1,0,0,3,9,1710,1230,1996,0,98033,47.6681,-122.184,2540,4616
11535,20140618T000000,192500.00,3,1,3,1,1080,8580,1.5,0,0,3,6,1080,0,1900,0,98168,47.4716,-122.262,1800,12672
11536,20150109T000000,3200000.00,3,3.25,2,1,4560,13363,1,0,4,3,11,2760,1800,1995,0,98004,47.6205,-122.214,4060,13362
11537,20150213T000000,550000.00,3,1,3,1,1010,6120,1,0,0,3,7,860,150,1940,0,98115,47.6861,-122.296,1930,6120
11538,20141014T000000,460000.00,2,1.5,3,1,1790,3760,1.5,0,0,4,8,1280,510,1928,0,98117,47.6871,-122.373,1540,5080
11539,20140703T000000,264500.00,4,2.25,3,1,2060,11385,1,0,0,4,7,1200,860,1962,0,98023,47.314,-122.363,2110,11385
11540,20150427T000000,339000.00,3,1,2,1,1150,2496,1,0,0,3,6,1010,140,1947,0,98126,47.5194,-122.376,1340,1203
11541,20141112T000000,950000.00,4,3.5,0,0,4030,4200,3,0,0,3,9,4030,0,1992,0,98199,47.6416,-122.386,2130,5000
11542,20140822T000000,677500.00,3,1.75,3,1,2020,9718,1,0,0,3,8,2020,0,1956,0,98040,47.574,-122.21,2370,8604
11543,20141205T000000,690000.00,4,2.5,0,0,2740,8120,2,0,0,3,9,2740,0,1999,0,98074,47.6123,-122.006,2780,8344
11544,20140509T000000,312000.00,4,2.25,2,1,1930,7452,1,0,0,3,7,1430,500,1984,0,98031,47.4098,-122.189,1714,7200
11545,20141022T000000,840000.00,5,1.75,1,1,2500,11617,1,0,0,4,9,1560,940,1966,0,98040,47.5361,-122.217,3370,11617
11546,20140701T000000,357500.00,3,3.5,2,1,2080,5100,2,0,0,3,8,2080,0,2004,0,98038,47.35,-122.005,2080,5100
11547,20150427T000000,675000.00,3,1.5,0,0,1460,6480,1,0,2,4,7,980,480,1940,0,98117,47.6962,-122.397,2180,6912
11548,20141021T000000,515000.00,3,2.75,1,1,3290,11441,2,0,0,4,10,3290,0,1988,0,98023,47.3052,-122.34,2600,12070
11549,20140623T000000,491234.00,4,2.5,0,0,1540,1860,2,0,0,3,8,1540,0,2014,0,98029,47.5521,-121.999,1210,1090
11550,20150319T000000,290000.00,3,2,0,0,1310,6265,1,0,0,3,7,1310,0,1988,0,98038,47.3893,-122.051,1100,6360
11551,20140821T000000,490000.00,4,2.5,0,0,2120,7820,1,0,0,3,8,1280,840,1975,0,98052,47.6743,-122.145,2350,8605
11552,20150428T000000,810000.00,4,2,1,1,2920,10424,1,0,0,5,8,1520,1400,1964,0,98005,47.5876,-122.172,2360,10696
11553,20150220T000000,252000.00,3,1.5,0,0,1150,13200,1,0,0,3,7,1150,0,1956,0,98166,47.4752,-122.345,1220,13066
11554,20150410T000000,299999.00,3,2.5,2,1,2380,9719,2,0,0,3,8,2380,0,2001,0,98001,47.2932,-122.283,2830,11505
11555,20150309T000000,400000.00,3,2.75,0,0,2220,5000,2,0,0,3,7,2220,0,1993,0,98108,47.5515,-122.324,960,5000
11556,20141229T000000,530000.00,5,2,0,0,3020,6000,1.5,0,0,5,7,1860,1160,1925,0,98126,47.5207,-122.378,1380,6000
11557,20140911T000000,357000.00,3,2,1,1,2460,53882,1,1,4,3,7,2460,0,1955,0,98198,47.3811,-122.325,2660,32625
11558,20150310T000000,365000.00,3,1.75,1,1,1820,5555,1,0,0,4,7,1030,790,1939,0,98103,47.6867,-122.352,1420,4000
11559,20150203T000000,804000.00,4,2.5,0,0,2620,5060,2,0,0,3,9,2620,0,2005,0,98116,47.5634,-122.394,900,5060
11560,20140904T000000,808250.00,3,2,0,0,1750,2640,1,0,0,3,8,1010,740,1914,2005,98119,47.6419,-122.368,1750,4560
11561,20150514T000000,360000.00,4,2.5,2,1,2020,7289,2,0,0,3,7,2020,0,1994,0,98031,47.401,-122.171,2090,7259
11562,20141023T000000,240000.00,3,1.75,1,1,1240,10956,1,0,0,3,6,1240,0,1987,0,98042,47.3705,-122.15,1240,8137
11563,20140722T000000,335000.00,2,2,3,1,1380,5840,1,0,0,3,7,1380,0,1988,0,98011,47.7732,-122.172,1810,5035
11564,20140829T000000,380000.00,3,1.75,0,0,1920,8775,1,0,0,3,7,1920,0,1953,0,98166,47.4544,-122.351,1560,8100
11565,20140515T000000,350000.00,3,1.75,0,0,1680,250470,1,0,0,4,7,1070,610,1940,0,98019,47.7624,-121.93,1680,360000
11566,20140925T000000,194000.00,3,1,0,0,1400,7955,1,0,0,3,7,1400,0,1964,0,98055,47.4848,-122.221,1160,14959
11567,20150325T000000,310000.00,3,1,1,1,1240,7194,1,0,0,3,6,1090,150,1936,0,98011,47.7636,-122.202,2090,8514
11568,20150209T000000,315000.00,3,1.75,1,1,1410,15134,1,0,0,3,7,1410,0,1980,0,98014,47.6931,-121.921,1770,15337
11569,20141208T000000,258950.00,3,1.75,2,1,1440,8050,1,0,0,3,8,1440,0,1985,0,98023,47.3187,-122.39,1790,7488
11570,20140617T000000,479000.00,2,2.25,0,0,1230,932,2,0,0,3,8,1020,210,2004,0,98112,47.6192,-122.301,1230,1064
11571,20141110T000000,510000.00,5,1.5,0,0,1550,9750,1,0,0,4,7,1550,0,1966,0,98033,47.6811,-122.169,1970,9750
11572,20140709T000000,400000.00,3,2,1,1,1760,6875,1,0,0,4,8,1760,0,1967,0,98072,47.74,-122.093,1670,13650
11573,20150401T000000,1450000.00,4,3.5,2,1,5000,38012,2,0,0,3,11,3610,1390,2004,0,98029,47.554,-122.036,3850,18054
11574,20141029T000000,680000.00,5,2,2,1,2140,5000,1.5,0,0,4,7,2020,120,1913,0,98122,47.6044,-122.299,1810,4400
11575,20140508T000000,1750000.00,6,3,0,0,3510,5760,2.5,0,0,4,10,3510,0,1906,0,98112,47.6263,-122.312,3450,5760
11576,20140804T000000,335000.00,3,1.75,0,0,2010,9417,1,0,0,4,8,1500,510,1967,0,98030,47.373,-122.185,1200,8250
11577,20140623T000000,460000.00,5,2.5,0,0,3390,9760,1,0,0,5,8,1750,1640,1978,0,98058,47.4462,-122.137,2360,9600
11578,20140502T000000,440000.00,4,2.25,2,1,2160,8119,1,0,0,3,8,1080,1080,1966,0,98006,47.5443,-122.177,1850,9000
11579,20150326T000000,412250.00,2,2,0,0,1300,2983,1,0,0,3,8,1300,0,2006,0,98053,47.703,-122.015,1510,3876
11580,20141120T000000,185000.00,3,1.5,0,0,1280,4031,2,0,0,4,6,1280,0,1985,0,98002,47.3342,-122.215,1150,4500
11581,20150407T000000,286500.00,3,2,0,0,1840,8140,1,0,0,4,7,1040,800,1975,0,98003,47.3106,-122.325,1600,6720
11582,20150502T000000,422000.00,4,2.5,3,1,3200,6691,2,0,0,3,7,3200,0,2002,0,98038,47.367,-122.031,2610,6510
11583,20150319T000000,408000.00,3,2.25,2,1,2800,35362,2,0,0,3,9,2800,0,1985,0,98042,47.3507,-122.089,2800,37058
11584,20141027T000000,306500.00,2,1,0,0,1390,19988,1,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490
11585,20150413T000000,359900.00,4,2.5,0,0,2600,5188,2,0,0,3,8,2600,0,2005,0,98038,47.3451,-122.04,2610,5188
11586,20140709T000000,560000.00,3,2.5,1,1,1960,6058,2,0,0,3,8,1960,0,2002,0,98053,47.6319,-122.007,2480,6656
11587,20140827T000000,259875.00,3,1,1,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,47.6625,-122.059,1250,17920
11588,20141105T000000,385000.00,3,1,3,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,47.6625,-122.059,1250,17920
11589,20141007T000000,188000.00,1,1,2,1,550,16345,1,0,0,3,4,550,0,1945,0,98106,47.5181,-122.339,1100,9240
11590,20140615T000000,1140000.00,4,3.25,1,1,2500,5801,1.5,0,0,3,8,1960,540,1926,0,98112,47.632,-122.29,3670,7350
11591,20141010T000000,255000.00,3,1,0,0,1250,10094,1,0,0,4,6,1250,0,1927,0,98045,47.4987,-121.781,1300,10094
11592,20140730T000000,1190000.00,4,2.75,0,0,3020,8622,2,0,0,3,9,3020,0,1976,2003,98004,47.5866,-122.201,3060,14303
11593,20140529T000000,635200.00,4,1.75,3,1,1640,4240,1,0,0,5,7,920,720,1921,0,98117,47.6766,-122.368,1300,4240
11594,20150428T000000,355000.00,3,1.75,1,1,1870,8250,2,0,0,3,7,1870,0,1956,1979,98188,47.445,-122.285,1350,8714
11595,20150130T000000,544000.00,3,2.5,2,1,1760,1755,3.5,0,0,3,8,1760,0,1998,0,98105,47.6688,-122.279,1700,1721
11596,20150422T000000,402000.00,3,1.5,2,1,1320,3145,2,0,0,3,7,1320,0,1998,0,98144,47.5909,-122.297,1320,3002
11597,20141226T000000,575000.00,4,1.5,3,1,1430,4163,1.5,0,0,3,7,1430,0,1910,0,98199,47.6606,-122.397,1500,4000
11598,20140724T000000,216000.00,3,1.75,2,1,1580,9705,1,0,0,4,7,1580,0,1977,0,98042,47.3819,-122.09,1580,9942
11599,20140617T000000,1200000.00,4,3.5,1,1,4170,9748,2,0,0,3,11,4170,0,2004,0,98059,47.528,-122.132,4560,10589
11600,20140522T000000,850000.00,4,3.25,0,0,3090,6744,2,0,4,3,9,3090,0,1923,2015,98177,47.768,-122.388,2020,6656
11601,20140516T000000,238000.00,3,2,2,1,1020,1204,2,0,0,3,7,720,300,2004,0,98126,47.5445,-122.376,1360,1506
11602,20150413T000000,625000.00,4,1.75,3,1,2180,4431,1.5,0,0,3,8,2020,160,1912,0,98112,47.636,-122.302,1890,4400
11603,20140701T000000,1110000.00,5,3.25,3,1,3350,4000,2,0,0,4,8,2510,840,1997,0,98105,47.6645,-122.291,1620,4000
11604,20140528T000000,820000.00,3,2.5,2,1,2510,5503,2,0,2,3,9,2510,0,1995,0,98136,47.5419,-122.383,1790,6099
11605,20141201T000000,355000.00,3,2.5,0,0,1880,5290,1,0,0,3,8,1250,630,1974,0,98108,47.5401,-122.3,2030,5092
11606,20150303T000000,495000.00,4,1.5,0,0,1810,7998,1,0,0,3,8,1210,600,1960,0,98125,47.726,-122.297,1830,7763
11607,20150302T000000,1300000.00,5,2.5,3,1,4170,33310,2,0,0,4,11,4170,0,1991,0,98006,47.5455,-122.126,4670,37960
11608,20140505T000000,398750.00,3,2.5,3,1,2230,4000,2,0,0,3,7,2230,0,1954,0,98144,47.5801,-122.306,1310,4000
11609,20140716T000000,835000.00,4,2.5,2,1,3650,7784,2,0,0,3,9,3650,0,2006,0,98052,47.7066,-122.101,3150,6442
11610,20141002T000000,705000.00,6,2.75,0,0,2830,10579,1,0,0,4,8,1430,1400,1967,0,98005,47.636,-122.171,2060,10745
11611,20150504T000000,625000.00,4,1.5,3,1,2120,5000,2,0,0,4,8,2120,0,1900,0,98122,47.6024,-122.296,1830,5000
11612,20150211T000000,550000.00,4,2.5,0,0,2090,6926,2,0,0,3,8,2090,0,1990,0,98074,47.6339,-122.022,2000,7151
11613,20140529T000000,540000.00,3,1.5,1,1,2600,5085,1,0,0,4,7,1400,1200,1940,0,98126,47.5659,-122.376,1320,4000
11614,20140604T000000,519000.00,2,1,3,1,830,2820,1,0,0,4,7,830,0,1920,0,98103,47.689,-122.347,1460,3150
11615,20150128T000000,311000.00,4,2.5,1,1,1975,8734,2,0,0,3,7,1975,0,1996,0,98038,47.363,-122.034,1975,8538
11616,20150406T000000,305000.00,4,2.5,1,1,1900,7000,1,0,0,2,7,1420,480,1968,0,98023,47.3092,-122.376,1600,7600
11617,20140703T000000,395000.00,4,2.75,2,1,2640,35070,1.5,0,0,3,8,2640,0,1963,0,98058,47.4242,-122.181,2520,34986
11618,20141107T000000,275000.00,4,1.5,1,1,1610,6923,1,0,0,3,6,1010,600,1969,0,98198,47.3747,-122.306,1320,7684
11619,20140807T000000,450000.00,3,3.25,1,1,1770,1863,2,0,0,3,8,1430,340,2003,0,98029,47.5478,-122.005,1410,1375
11620,20140911T000000,324000.00,2,1,1,1,1070,6000,1,0,0,3,7,1070,0,1955,0,98133,47.7307,-122.332,1490,7622
11621,20150415T000000,2800000.00,5,3.25,3,1,4590,12793,2,0,2,5,11,3590,1000,1928,0,98199,47.6453,-122.41,2920,8609
11622,20140716T000000,565000.00,4,1,2,1,1540,2452,1.5,0,0,4,7,1540,0,1906,0,98103,47.6522,-122.348,1290,3360
11623,20140707T000000,373000.00,4,1.75,0,0,1590,7920,2,0,0,4,7,1590,0,1960,0,98133,47.7456,-122.336,1720,7998
11624,20140708T000000,613000.00,2,2,2,1,1170,1890,1.5,0,1,4,8,1170,0,1927,0,98119,47.6402,-122.371,2160,4000
11625,20141107T000000,614000.00,4,2.25,3,1,2880,9996,1,0,0,4,8,1920,960,1981,0,98072,47.7584,-122.143,2410,10584
11626,20150505T000000,595000.00,4,1.75,0,0,2510,8989,1,0,0,4,8,1680,830,1964,0,98006,47.5569,-122.172,2510,8931
11627,20140821T000000,440000.00,2,1,2,1,1280,12086,1,0,0,3,7,850,430,1983,0,98074,47.634,-122.033,1280,10452
11628,20150317T000000,425000.00,3,1.5,0,0,1570,12412,1,0,3,3,8,1570,0,1954,0,98166,47.438,-122.349,2130,12412
11629,20140925T000000,407000.00,2,1,0,0,740,6380,1,0,0,3,6,740,0,1912,0,98115,47.6929,-122.318,1800,6380
11630,20140825T000000,472000.00,3,1.5,1,1,1740,9038,1,0,0,4,7,1740,0,1955,0,98007,47.5897,-122.136,1390,9770
11631,20140617T000000,472000.00,3,2.5,0,0,1180,1262,3,0,0,3,8,1180,0,2010,0,98119,47.6381,-122.375,1180,2632
11632,20141022T000000,1250000.00,5,2.75,3,1,2960,28300,1,0,3,4,9,2160,800,1959,0,98177,47.7606,-122.37,2940,23250
11633,20140708T000000,412000.00,3,1.75,0,0,1880,5752,1,0,0,4,7,940,940,1945,0,98126,47.5354,-122.378,1110,5201
11634,20150406T000000,717000.00,3,1,3,1,1150,5000,1,0,0,3,8,1150,0,1959,2015,98117,47.6805,-122.369,1160,5000
11635,20140812T000000,425000.00,3,1,3,1,1320,7076,1,0,0,4,7,1320,0,1959,0,98008,47.6131,-122.123,1510,9000
11636,20140819T000000,299999.00,4,2,0,0,1640,7200,1,0,0,5,6,820,820,1944,0,98166,47.4791,-122.347,1640,8200
11637,20150507T000000,254000.00,3,2,1,1,1470,7694,1,0,0,4,7,1470,0,1992,0,98038,47.3539,-122.054,1580,7480
11638,20150212T000000,178500.00,3,1,0,0,900,10511,1,0,0,4,6,900,0,1961,0,98001,47.2883,-122.272,1460,10643
11639,20141121T000000,800000.00,3,1.75,3,1,1510,3600,1,0,0,5,8,1230,280,1910,0,98119,47.6387,-122.363,1300,3600
11640,20140911T000000,420000.00,3,1,0,0,1440,5623,1,0,0,4,6,720,720,1922,0,98115,47.696,-122.319,1280,5623
11641,20150312T000000,319900.00,2,1,0,0,1380,9251,1,0,0,3,7,1380,0,1940,0,98028,47.7486,-122.249,1870,12158
11642,20150302T000000,350000.00,2,1.5,0,0,1150,7552,1,0,1,3,7,1150,0,1944,0,98125,47.7298,-122.286,1910,8145
11643,20140528T000000,968000.00,6,2.75,0,0,3610,17580,1,0,4,5,9,2070,1540,1959,0,98075,47.5739,-122.069,2890,14060
11644,20150225T000000,491000.00,3,2,2,1,1250,1306,3,0,0,3,7,1250,0,2000,0,98107,47.6705,-122.39,1320,1306
11645,20150421T000000,948000.00,3,2.5,0,0,3510,9824,2,0,0,3,9,3510,0,2002,0,98075,47.5635,-122.032,3510,10588
11646,20140924T000000,900000.00,3,2.5,0,0,2260,9577,2,0,0,3,8,1700,560,1925,2004,98117,47.6928,-122.399,1740,10240
11647,20150309T000000,270000.00,3,1.75,0,0,2840,9800,1,0,0,4,7,1420,1420,1977,0,98042,47.3516,-122.119,1650,9590
11648,20140617T000000,198000.00,3,1.5,1,1,1430,7347,1,0,0,3,7,820,610,1980,0,98023,47.2927,-122.369,1430,8723
11649,20141121T000000,250000.00,2,1,0,0,1420,21158,1,0,0,3,7,1420,0,1953,0,98166,47.4594,-122.359,1220,8625
11650,20140730T000000,615000.00,4,2.5,0,0,2120,3720,2,0,0,3,8,2120,0,2004,0,98029,47.5526,-121.994,2170,3720
11651,20140916T000000,550000.00,3,2.5,1,1,2080,7749,2,0,0,3,8,2080,0,1988,0,98029,47.5723,-122.021,2210,7471
11652,20141017T000000,190000.00,2,2.5,0,0,1370,3438,2,0,0,3,7,1370,0,1987,0,98188,47.4606,-122.283,1370,2308
