"Id","YearBuilt","YearRemodelled","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingArea","BasementExisting","FireplaceExisting","PoolExisting","GarageExisting","GarageCarCount","CloseToCommute","SalesCondition","ZipCode","City","StateAbbreviation","State","SalesPrice"
13905,1900,0,3,1.75,1.5,1650,0,0,0,0,0,0,4,98107,"SEATTLE","WA","Washington",730000.0
13906,1948,0,5,1.75,1.0,1840,1,0,0,1,1,1,3,98166,"SEATTLE","WA","Washington",395000.0
13907,1959,0,3,1.0,1.0,1210,0,1,0,0,0,0,3,98008,"BELLEVUE","WA","Washington",355000.0
13908,1989,0,3,2.5,2.0,1870,0,1,1,1,1,1,3,98023,"FEDERAL WAY","WA","Washington",299990.0
13909,2001,0,4,3.25,1.5,3890,1,1,1,1,3,0,3,98038,"MAPLE VALLEY","WA","Washington",1130000.0
13910,1972,0,4,2.25,2.0,2660,0,1,1,1,3,0,4,98059,"RENTON","WA","Washington",425000.0
13911,1951,0,2,1.0,1.0,1150,0,1,0,1,3,1,3,98125,"SEATTLE","WA","Washington",349000.0
13912,1942,0,4,1.75,1.0,1740,1,1,1,1,1,1,5,98116,"SEATTLE","WA","Washington",554950.0
13913,1913,0,6,3.0,1.5,2580,1,1,1,0,0,1,3,98118,"SEATTLE","WA","Washington",326000.0
13914,1975,0,4,1.75,1.0,1720,1,1,0,1,2,1,3,98052,"REDMOND","WA","Washington",580000.0
13915,1977,0,3,2.5,2.0,2740,1,0,1,0,0,1,4,98040,"MERCER ISLAND","WA","Washington",699000.0
13916,1985,0,3,2.75,1.0,2610,1,0,1,1,3,0,3,98033,"KIRKLAND","WA","Washington",757000.0
13917,1965,0,3,1.75,1.0,1400,0,1,1,1,2,1,3,98034,"KIRKLAND","WA","Washington",335000.0
13918,1983,0,3,2.0,1.0,2570,1,1,0,1,2,1,3,98052,"REDMOND","WA","Washington",660000.0
13919,2005,0,4,2.75,2.0,2830,0,1,0,0,0,0,3,98059,"RENTON","WA","Washington",540000.0
13920,1966,0,5,2.25,2.0,2630,0,0,1,1,2,1,3,98032,"KENT","WA","Washington",320000.0
13921,1994,0,3,2.5,2.0,1580,0,0,0,0,0,0,3,98055,"RENTON","WA","Washington",280000.0
13922,1989,0,3,2.0,1.0,1540,0,0,1,0,0,1,3,98045,"NORTH BEND","WA","Washington",324000.0
13923,1967,0,3,1.0,1.0,2120,1,0,0,1,2,0,4,98059,"RENTON","WA","Washington",300000.0
13924,1913,1964,3,1.75,2.0,1830,0,0,0,1,1,1,4,98019,"DUVALL","WA","Washington",360000.0
13925,1987,0,3,2.5,2.0,2260,0,1,1,0,0,0,3,98074,"SAMMAMISH","WA","Washington",600000.0
13926,1970,0,4,1.75,1.0,2500,1,0,0,0,0,1,4,98040,"MERCER ISLAND","WA","Washington",950000.0
13927,2014,0,3,3.25,3.0,1830,0,1,1,1,1,0,3,98117,"SEATTLE","WA","Washington",599950.0
13928,1951,0,4,1.0,1.0,1190,1,0,0,0,0,1,3,98126,"SEATTLE","WA","Washington",190000.0
13929,1970,0,4,1.75,1.0,2310,1,1,0,0,0,0,3,98034,"KIRKLAND","WA","Washington",350000.0
13930,1929,0,3,1.0,1.5,1230,0,1,1,0,0,0,3,98116,"SEATTLE","WA","Washington",522000.0
13931,1992,0,3,2.5,2.0,2940,0,1,1,0,0,1,3,98006,"BELLEVUE","WA","Washington",850000.0
13932,1954,0,3,1.0,1.0,1010,0,0,1,1,2,0,4,98118,"SEATTLE","WA","Washington",308000.0
13933,1907,0,6,2.25,2.0,2550,0,0,1,1,1,1,4,98117,"SEATTLE","WA","Washington",1020000.0
13934,1938,1959,3,1.0,1.5,1480,0,0,1,1,3,0,3,98103,"SEATTLE","WA","Washington",397500.0
13935,1977,0,3,1.75,1.0,1460,1,1,1,0,0,1,3,98023,"FEDERAL WAY","WA","Washington",186000.0
13936,1977,0,5,3.0,1.0,3110,1,1,0,1,1,0,3,98011,"BOTHELL","WA","Washington",436500.0
13937,1928,0,3,2.0,1.0,2140,1,1,1,1,1,0,4,98103,"SEATTLE","WA","Washington",710000.0
13938,1905,0,5,3.25,2.0,3450,1,0,1,0,0,1,5,98122,"SEATTLE","WA","Washington",1380000.0
13939,1957,0,3,2.25,1.0,1960,0,1,1,0,0,1,3,98008,"BELLEVUE","WA","Washington",450000.0
13940,1981,0,4,2.75,1.0,1890,1,0,1,0,0,0,3,98106,"SEATTLE","WA","Washington",375000.0
13941,1960,0,2,1.0,1.0,2080,1,0,0,1,1,1,3,98178,"SEATTLE","WA","Washington",315000.0
13942,1918,0,3,1.0,1.5,1700,0,1,1,1,2,0,3,98118,"SEATTLE","WA","Washington",467500.0
13943,1959,0,3,1.0,1.0,1140,0,1,1,1,2,1,3,98106,"SEATTLE","WA","Washington",330000.0
13944,1910,0,3,2.5,1.5,3136,0,0,1,0,0,0,5,98070,"VASHON","WA","Washington",665000.0
13945,2013,0,4,3.25,3.0,2590,0,0,1,1,2,1,3,98007,"BELLEVUE","WA","Washington",760000.0
13946,2014,0,3,1.75,2.0,1480,1,1,1,0,0,1,3,98136,"SEATTLE","WA","Washington",469000.0
13947,2000,0,3,3.0,2.0,1500,1,0,1,1,1,0,3,98122,"SEATTLE","WA","Washington",408000.0
13948,1971,0,3,2.75,1.0,2660,1,0,0,0,0,0,4,98008,"BELLEVUE","WA","Washington",851000.0
13949,2007,0,2,2.0,1.0,1350,0,1,0,1,3,1,3,98053,"REDMOND","WA","Washington",410000.0
13950,1943,0,2,1.0,1.0,860,0,0,1,0,0,0,3,98024,"FALL CITY","WA","Washington",235000.0
13951,1916,0,2,1.0,1.0,1000,0,0,1,1,2,1,3,98055,"RENTON","WA","Washington",207100.0
13952,1959,0,4,2.5,1.0,2480,1,0,1,0,0,1,5,98028,"KENMORE","WA","Washington",560000.0
13953,1984,0,3,2.75,2.0,3860,0,0,1,0,0,1,4,98006,"BELLEVUE","WA","Washington",903000.0
13954,1905,0,3,1.75,2.0,2140,1,0,1,1,2,0,3,98112,"SEATTLE","WA","Washington",998500.0
13955,1959,0,4,1.75,1.5,1820,1,0,0,1,3,1,3,98032,"KENT","WA","Washington",268500.0
13956,1970,0,2,1.75,1.0,2220,0,0,1,0,0,1,4,98072,"WOODINVILLE","WA","Washington",494950.0
13957,1999,0,4,2.5,2.0,2660,0,1,1,0,0,1,3,98004,"BELLEVUE","WA","Washington",1130000.0
13958,1942,0,3,2.0,1.0,1470,0,1,1,0,0,0,4,98030,"KENT","WA","Washington",250000.0
13959,1971,0,4,1.75,1.0,2350,1,1,1,1,2,0,4,98027,"ISSAQUAH","WA","Washington",449000.0
13960,1964,0,3,2.25,1.0,2980,1,1,1,1,2,1,3,98112,"SEATTLE","WA","Washington",1230000.0
13961,1966,0,4,2.0,1.0,1870,0,1,1,0,0,0,3,98055,"RENTON","WA","Washington",325000.0
13962,1957,0,5,3.0,1.0,2430,1,1,0,0,0,1,4,98008,"BELLEVUE","WA","Washington",506000.0
13963,2003,0,4,2.5,2.0,2790,0,0,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",751000.0
13964,1993,0,3,2.5,2.0,1370,0,1,0,1,3,1,3,98045,"NORTH BEND","WA","Washington",280000.0
13965,1988,0,4,2.25,2.0,4470,0,0,1,1,2,1,3,98072,"WOODINVILLE","WA","Washington",1120000.0
13966,1980,0,3,1.75,1.0,2040,0,1,1,1,3,0,3,98053,"REDMOND","WA","Washington",580000.0
13967,1963,0,4,2.25,1.0,2340,1,1,1,1,3,1,5,98008,"BELLEVUE","WA","Washington",665000.0
13968,1999,0,4,2.5,2.0,2520,0,0,1,1,2,0,3,98019,"DUVALL","WA","Washington",450000.0
13969,1942,0,4,1.0,1.5,1710,0,0,0,1,2,0,4,98055,"RENTON","WA","Washington",389900.0
13970,1962,0,3,1.0,1.0,1200,0,1,0,1,1,0,3,98007,"BELLEVUE","WA","Washington",427000.0
13971,1983,0,3,1.75,1.0,1330,0,1,0,0,0,0,3,98188,"SEATTLE","WA","Washington",265000.0
13972,1998,0,3,1.5,2.0,1310,0,0,0,0,0,0,3,98144,"SEATTLE","WA","Washington",398000.0
13973,1941,1992,6,3.5,2.0,3020,0,1,0,0,0,1,3,98178,"SEATTLE","WA","Washington",354000.0
13974,1999,0,4,2.5,2.0,2260,0,1,1,0,0,1,3,98030,"KENT","WA","Washington",339950.0
13975,1948,0,2,1.0,1.0,790,0,0,0,1,1,1,3,98115,"SEATTLE","WA","Washington",399000.0
13976,1983,0,2,2.0,1.0,970,0,0,0,1,2,0,3,98034,"KIRKLAND","WA","Washington",325000.0
13977,1955,0,3,2.0,1.0,2250,0,0,1,0,0,1,4,98177,"SEATTLE","WA","Washington",998800.0
13978,1914,0,4,2.5,1.5,1530,0,0,1,0,0,0,3,98144,"SEATTLE","WA","Washington",350000.0
13979,1967,0,4,1.75,1.0,1780,0,1,0,0,0,1,5,98004,"BELLEVUE","WA","Washington",1000000.0
13980,2005,0,3,2.5,2.0,2120,0,0,0,0,0,0,3,98053,"REDMOND","WA","Washington",561000.0
13981,1926,0,2,1.0,1.0,1500,1,1,1,1,3,0,3,98133,"SEATTLE","WA","Washington",245000.0
13982,1926,0,2,1.0,1.0,1500,1,0,0,1,3,0,3,98133,"SEATTLE","WA","Washington",570000.0
13983,1931,0,4,3.0,1.5,2390,1,0,1,0,0,0,5,98103,"SEATTLE","WA","Washington",845000.0
13984,1996,0,4,2.5,2.0,2390,0,1,1,0,0,1,3,98010,"BLACK DIAMOND","WA","Washington",314500.0
13985,1981,0,3,1.75,1.0,2920,1,0,0,0,0,0,4,98006,"BELLEVUE","WA","Washington",650000.0
13986,1907,0,2,1.0,1.0,850,0,0,1,0,0,0,3,98055,"RENTON","WA","Washington",298000.0
13987,1904,0,2,1.0,1.0,930,0,0,0,1,1,0,3,98122,"SEATTLE","WA","Washington",500000.0
13988,1998,0,4,2.5,2.0,3340,1,0,1,0,0,0,3,98126,"SEATTLE","WA","Washington",870000.0
13989,1942,0,2,1.0,1.0,710,0,1,1,1,1,1,5,98126,"SEATTLE","WA","Washington",299000.0
13990,1979,0,3,2.25,1.0,2240,1,0,0,0,0,0,3,98125,"SEATTLE","WA","Washington",527000.0
13991,1966,0,3,1.0,1.0,1060,0,0,0,0,0,1,5,98007,"BELLEVUE","WA","Washington",420000.0
13992,1991,0,3,2.5,2.0,2360,0,0,1,1,3,0,3,98022,"ENUMCLAW","WA","Washington",290000.0
13993,1951,0,4,2.75,1.0,3520,1,1,1,0,0,0,4,98136,"SEATTLE","WA","Washington",1660000.0
13994,1977,0,3,1.75,1.0,1730,1,1,0,1,2,0,3,98052,"REDMOND","WA","Washington",499990.0
13995,1943,2013,3,1.75,1.0,1170,1,1,1,1,2,1,3,98106,"SEATTLE","WA","Washington",315000.0
13996,1981,0,4,2.25,2.0,3680,0,1,1,0,0,0,4,98042,"KENT","WA","Washington",425000.0
13997,1987,0,3,2.5,2.0,2900,0,0,1,0,0,0,3,98077,"WOODINVILLE","WA","Washington",630000.0
13998,1971,0,3,1.75,1.5,1290,0,1,0,0,0,1,3,98034,"KIRKLAND","WA","Washington",365000.0
13999,1901,0,4,2.75,2.0,2010,0,0,1,0,0,0,5,98199,"SEATTLE","WA","Washington",774000.0
14000,1950,0,3,1.5,1.0,1490,0,0,0,0,0,0,4,98155,"SEATTLE","WA","Washington",368888.0
14001,1994,0,4,2.5,2.0,1930,0,1,0,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",339500.0
14002,1956,0,4,1.75,1.0,2240,1,0,0,0,0,1,4,98133,"SEATTLE","WA","Washington",344950.0
14003,1952,1994,3,2.0,1.0,2320,0,1,1,1,2,0,3,98166,"SEATTLE","WA","Washington",450000.0
14004,2014,0,4,2.75,2.0,2990,0,1,0,0,0,1,3,98052,"REDMOND","WA","Washington",814950.0
14005,2003,0,4,2.5,2.0,2200,0,0,0,1,3,0,3,98042,"KENT","WA","Washington",299900.0
14006,1967,0,3,2.0,1.0,1500,0,1,0,1,2,1,4,98058,"RENTON","WA","Washington",315000.0
14007,1970,0,3,1.75,1.0,3860,1,1,1,0,0,1,3,98155,"SEATTLE","WA","Washington",880000.0
14008,1977,0,3,1.5,1.0,1430,1,1,1,0,0,1,4,98042,"KENT","WA","Washington",195000.0
14009,2001,0,5,2.75,2.0,3750,0,1,0,0,0,0,3,98074,"SAMMAMISH","WA","Washington",910000.0
14010,2002,0,5,2.5,2.0,3100,0,0,0,0,0,1,3,98019,"DUVALL","WA","Washington",540000.0
14011,2005,0,3,2.5,2.0,1870,0,1,1,0,0,0,3,98042,"KENT","WA","Washington",306000.0
14012,1978,0,4,2.25,1.0,2040,1,1,0,0,0,0,4,98023,"FEDERAL WAY","WA","Washington",272000.0
14013,1950,2014,5,3.5,2.0,3700,1,1,0,1,1,1,3,98105,"SEATTLE","WA","Washington",1300000.0
14014,1970,0,3,1.75,1.0,3150,1,0,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",450000.0
14015,1993,0,3,2.5,2.0,1990,0,1,0,1,2,1,3,98028,"KENMORE","WA","Washington",450000.0
14016,1965,0,4,1.0,1.5,1740,0,0,1,1,1,1,3,98133,"SEATTLE","WA","Washington",310000.0
14017,1954,0,2,2.25,1.0,2080,1,0,0,0,0,1,4,98042,"KENT","WA","Washington",530000.0
14018,1979,0,4,2.5,2.0,2060,1,1,1,0,0,0,4,98028,"KENMORE","WA","Washington",435000.0
14019,1948,0,3,2.0,1.0,1590,0,1,1,0,0,0,4,98177,"SEATTLE","WA","Washington",485000.0
14020,1922,0,3,1.5,2.0,1760,0,1,0,0,0,0,3,98102,"SEATTLE","WA","Washington",690000.0
14021,2008,0,4,2.5,2.0,1620,0,0,1,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",305000.0
14022,1975,0,3,1.75,1.0,1210,0,1,0,1,3,1,3,98058,"RENTON","WA","Washington",300000.0
14023,1993,0,4,3.0,1.0,2040,1,0,1,1,3,1,3,98092,"AUBURN","WA","Washington",289950.0
14024,1990,0,3,2.5,2.0,2270,0,1,1,1,1,1,3,98011,"BOTHELL","WA","Washington",575000.0
14025,1993,0,4,4.5,2.0,6640,0,1,1,1,3,0,3,98077,"WOODINVILLE","WA","Washington",1820000.0
14026,1962,0,3,1.5,1.0,1060,0,1,0,1,3,0,4,98023,"FEDERAL WAY","WA","Washington",219000.0
14027,1948,0,4,3.0,1.0,1940,0,0,0,1,1,0,4,98155,"SEATTLE","WA","Washington",265000.0
14028,2006,0,5,3.25,2.0,3070,1,1,1,0,0,0,3,98103,"SEATTLE","WA","Washington",1110000.0
14029,1943,0,3,1.0,1.0,930,1,0,1,0,0,1,3,98166,"SEATTLE","WA","Washington",200000.0
14030,1959,0,4,2.75,1.0,2180,1,1,0,0,0,1,4,98146,"SEATTLE","WA","Washington",545000.0
14031,1991,0,3,2.5,2.0,2130,0,0,1,0,0,1,3,98058,"RENTON","WA","Washington",378000.0
14032,1922,0,2,1.75,1.0,800,0,1,1,1,3,0,4,98136,"SEATTLE","WA","Washington",388000.0
14033,1959,0,4,2.25,1.0,2200,1,0,1,0,0,0,3,98155,"SEATTLE","WA","Washington",425000.0
14034,2009,0,2,1.5,2.0,1130,1,1,0,0,0,0,3,98107,"SEATTLE","WA","Washington",536000.0
14035,1937,1998,3,2.5,1.0,1970,1,1,1,0,0,0,3,98136,"SEATTLE","WA","Washington",1180000.0
14036,2014,0,3,2.5,2.0,1680,1,0,0,0,0,1,3,98119,"SEATTLE","WA","Washington",629950.0
14037,1955,0,4,1.75,1.0,1470,1,0,1,1,2,1,3,98125,"SEATTLE","WA","Washington",465000.0
14038,1969,0,4,2.25,1.0,2390,0,0,0,1,3,1,4,98072,"WOODINVILLE","WA","Washington",545000.0
14039,1979,0,4,2.5,2.0,2300,0,0,1,0,0,1,4,98008,"BELLEVUE","WA","Washington",592000.0
14040,1957,1984,4,2.0,1.0,2280,1,0,1,1,2,0,3,98038,"MAPLE VALLEY","WA","Washington",446000.0
14041,2004,0,3,2.5,3.0,1330,0,1,1,0,0,0,3,98117,"SEATTLE","WA","Washington",375000.0
14042,2003,0,5,2.5,2.0,2640,0,0,1,1,3,0,3,98053,"REDMOND","WA","Washington",632500.0
14043,1974,0,4,1.75,1.0,2430,1,1,1,0,0,1,3,98155,"SEATTLE","WA","Washington",459950.0
14044,1989,0,4,2.5,2.0,2470,0,1,0,0,0,0,3,98092,"AUBURN","WA","Washington",485000.0
14045,1965,0,3,1.0,1.0,1440,0,0,0,0,0,1,3,98168,"SEATTLE","WA","Washington",255000.0
14046,1975,0,3,2.0,1.0,1320,0,1,1,0,0,1,5,98031,"KENT","WA","Washington",251750.0
14047,2001,0,3,2.5,2.0,2810,0,0,1,1,3,0,3,98074,"SAMMAMISH","WA","Washington",725000.0
14048,2005,0,3,3.25,3.0,1370,0,0,1,0,0,1,3,98107,"SEATTLE","WA","Washington",460000.0
14049,1981,0,3,2.5,1.0,2000,1,0,1,0,0,1,5,98116,"SEATTLE","WA","Washington",625000.0
14050,1973,0,3,1.75,1.0,1980,0,1,1,0,0,1,4,98008,"BELLEVUE","WA","Washington",530000.0
14051,2002,0,3,2.5,2.0,2050,0,1,1,1,1,0,3,98168,"SEATTLE","WA","Washington",394950.0
14052,1959,2014,4,1.75,1.0,2320,1,1,1,0,0,0,3,98178,"SEATTLE","WA","Washington",324950.0
14053,2003,0,3,2.25,2.0,1960,1,0,0,0,0,1,3,98118,"SEATTLE","WA","Washington",330000.0
14054,1986,0,4,1.75,1.0,1910,0,0,0,0,0,1,3,98030,"KENT","WA","Washington",220000.0
14055,1980,0,3,3.25,2.0,2030,0,1,1,1,2,0,4,98052,"REDMOND","WA","Washington",685000.0
14056,1972,0,3,2.25,1.0,2210,1,1,0,1,2,1,3,98177,"SEATTLE","WA","Washington",500000.0
14057,1965,0,4,2.75,1.0,2610,1,0,0,1,3,0,3,98188,"SEATTLE","WA","Washington",368000.0
14058,1990,0,3,2.25,2.0,2520,1,1,1,0,0,0,4,98033,"KIRKLAND","WA","Washington",825000.0
14059,1900,0,6,1.75,1.0,1840,1,0,0,0,0,1,3,98122,"SEATTLE","WA","Washington",660000.0
14060,1971,0,3,1.75,1.0,1570,0,0,1,1,3,1,4,98031,"KENT","WA","Washington",253000.0
14061,1953,0,4,2.75,1.0,2400,1,0,0,0,0,0,5,98042,"KENT","WA","Washington",392500.0
14062,1978,0,3,1.75,2.0,1930,0,0,0,1,3,1,3,98177,"SEATTLE","WA","Washington",605000.0
14063,1969,0,3,1.0,1.0,1160,0,0,0,1,1,0,4,98038,"MAPLE VALLEY","WA","Washington",215000.0
14064,1985,0,4,2.5,2.0,2820,0,1,1,0,0,0,4,98052,"REDMOND","WA","Washington",650000.0
14065,1922,0,4,2.0,2.0,3060,1,1,0,0,0,0,4,98144,"SEATTLE","WA","Washington",877500.0
14066,1961,0,3,1.0,1.0,1320,1,1,0,1,1,0,3,98023,"FEDERAL WAY","WA","Washington",232500.0
14067,2003,0,2,2.0,2.0,1200,0,1,0,0,0,1,3,98038,"MAPLE VALLEY","WA","Washington",234000.0
14068,1970,0,3,1.75,1.0,1560,1,1,1,0,0,1,3,98042,"KENT","WA","Washington",380000.0
14069,1983,0,5,2.25,1.0,3070,1,1,1,1,3,1,3,98001,"AUBURN","WA","Washington",420000.0
14070,1978,0,3,1.0,1.0,1040,0,0,0,1,3,1,3,98053,"REDMOND","WA","Washington",399950.0
14071,1969,0,3,2.5,1.0,1990,1,1,1,0,0,0,3,98042,"KENT","WA","Washington",256750.0
14072,1984,0,3,2.5,2.0,1690,0,0,0,0,0,0,3,98027,"ISSAQUAH","WA","Washington",535000.0
14073,1979,0,3,2.0,2.0,1810,0,0,1,1,2,0,4,98008,"BELLEVUE","WA","Washington",515000.0
14074,1953,0,4,1.75,1.0,2520,1,0,1,0,0,1,4,98004,"BELLEVUE","WA","Washington",770000.0
14075,1996,0,3,2.5,1.0,1570,1,1,1,0,0,1,3,98001,"AUBURN","WA","Washington",256000.0
14076,1940,0,3,1.0,1.0,1680,0,1,0,1,2,0,4,98117,"SEATTLE","WA","Washington",489900.0
14077,1978,0,3,1.5,1.0,1250,0,1,1,0,0,0,4,98032,"KENT","WA","Washington",165000.0
14078,1962,0,3,1.5,1.0,1280,0,0,0,1,3,0,4,98031,"KENT","WA","Washington",220000.0
14079,1991,0,4,2.5,2.0,4620,0,1,0,1,3,1,4,98023,"FEDERAL WAY","WA","Washington",575000.0
14080,2004,0,3,2.5,2.0,1580,0,0,0,0,0,0,3,98072,"WOODINVILLE","WA","Washington",375000.0
14081,1977,0,3,1.75,2.0,1650,1,1,1,1,3,1,5,98155,"SEATTLE","WA","Washington",422250.0
14082,1981,0,3,1.75,1.0,1660,1,0,1,1,1,1,3,98011,"BOTHELL","WA","Washington",420000.0
14083,1993,0,4,2.5,2.0,2410,0,1,1,1,2,0,3,98074,"SAMMAMISH","WA","Washington",608000.0
14084,1921,0,3,2.25,1.5,1720,1,1,1,0,0,1,4,98105,"SEATTLE","WA","Washington",620000.0
14085,1983,0,3,2.5,2.0,3120,1,1,0,1,3,0,3,98006,"BELLEVUE","WA","Washington",850000.0
14086,1974,0,4,2.5,1.0,2680,1,0,1,0,0,1,4,98027,"ISSAQUAH","WA","Washington",463000.0
14087,1954,0,5,1.75,1.0,2640,1,0,0,1,1,1,4,98178,"SEATTLE","WA","Washington",750000.0
14088,1989,0,3,3.25,2.0,3730,0,1,1,1,3,0,3,98077,"WOODINVILLE","WA","Washington",1070000.0
14089,1986,0,3,2.0,1.0,1700,0,1,1,1,1,1,3,98038,"MAPLE VALLEY","WA","Washington",290000.0
14090,1947,0,4,1.75,1.0,2280,1,0,0,1,1,1,3,98116,"SEATTLE","WA","Washington",525000.0
14091,1986,0,3,2.25,2.0,1220,0,0,1,0,0,1,3,98034,"KIRKLAND","WA","Washington",319000.0
14092,1980,0,6,4.5,2.0,3500,0,1,1,1,1,0,3,98155,"SEATTLE","WA","Washington",592500.0
14093,1977,0,3,2.5,2.0,2010,0,1,1,0,0,1,3,98070,"VASHON","WA","Washington",350000.0
14094,1973,0,3,1.75,1.0,2130,1,0,1,1,1,1,4,98027,"ISSAQUAH","WA","Washington",454900.0
14095,1992,0,4,2.25,2.0,1800,0,1,1,1,1,0,3,98022,"ENUMCLAW","WA","Washington",272000.0
14096,1961,0,3,1.0,1.0,1070,0,0,1,1,3,0,3,98033,"KIRKLAND","WA","Washington",357500.0
14097,1954,0,3,1.75,1.0,1020,0,1,0,1,3,1,5,98118,"SEATTLE","WA","Washington",285000.0
14098,1994,0,4,2.0,1.0,1600,0,0,0,0,0,0,3,98003,"FEDERAL WAY","WA","Washington",280000.0
14099,1928,0,4,1.5,1.0,1380,1,1,0,0,0,0,3,98125,"SEATTLE","WA","Washington",477000.0
14100,1982,0,3,2.25,2.0,3270,0,0,0,1,2,1,4,98056,"RENTON","WA","Washington",750000.0
14101,1907,1993,4,2.5,2.0,2100,1,1,0,0,0,0,3,98107,"SEATTLE","WA","Washington",595000.0
14102,2001,0,3,2.25,3.0,2110,0,1,1,1,3,0,3,98103,"SEATTLE","WA","Washington",525000.0
14103,1966,0,3,1.75,1.0,1640,0,1,0,1,1,1,4,98070,"VASHON","WA","Washington",319000.0
14104,1986,0,3,2.0,1.0,1320,0,1,0,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",225000.0
14105,1958,0,4,2.5,1.0,2420,1,1,1,1,1,0,5,98028,"KENMORE","WA","Washington",485000.0
14106,1908,0,3,1.0,1.5,1390,0,0,0,0,0,1,3,98115,"SEATTLE","WA","Washington",341000.0
14107,2014,0,3,3.25,2.0,2320,1,1,1,0,0,0,3,98125,"SEATTLE","WA","Washington",674000.0
14108,2003,0,3,2.5,2.0,2170,0,1,0,1,2,0,3,98059,"RENTON","WA","Washington",442250.0
14109,1977,0,4,2.25,2.0,2710,0,0,1,0,0,1,4,98077,"WOODINVILLE","WA","Washington",591000.0
14110,1998,0,3,2.0,1.0,1450,0,1,0,1,2,0,3,98042,"KENT","WA","Washington",276000.0
14111,1988,0,3,2.5,1.0,1370,0,1,1,0,0,0,3,98034,"KIRKLAND","WA","Washington",394000.0
14112,2001,0,3,2.5,1.0,1810,1,1,0,1,1,0,3,98019,"DUVALL","WA","Washington",355000.0
14113,1963,0,3,2.5,1.0,1420,1,0,0,1,2,1,4,98032,"KENT","WA","Washington",260000.0
14114,1987,0,3,2.75,1.0,2090,1,0,0,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",300000.0
14115,1987,0,3,2.75,1.0,2090,1,1,1,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",310000.0
14116,1976,0,3,1.0,1.0,1330,0,1,1,1,2,0,3,98023,"FEDERAL WAY","WA","Washington",209000.0
14117,1985,0,3,2.0,1.0,1330,0,0,1,0,0,1,3,98034,"KIRKLAND","WA","Washington",344950.0
14118,1951,0,5,2.0,1.0,1910,1,0,1,0,0,1,4,98178,"SEATTLE","WA","Washington",230000.0
14119,1978,0,3,1.75,1.0,2310,1,0,0,1,2,1,4,98032,"KENT","WA","Washington",336950.0
14120,1948,0,3,2.75,1.0,2500,1,0,1,1,1,0,5,98177,"SEATTLE","WA","Washington",700000.0
14121,1987,0,3,2.0,1.0,1310,0,1,1,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",230000.0
14122,1994,0,4,2.5,2.0,2040,0,1,0,1,1,1,3,98014,"CARNATION","WA","Washington",443500.0
14123,1994,0,4,2.5,2.0,2040,0,1,1,0,0,1,3,98014,"CARNATION","WA","Washington",471000.0
14124,1962,0,3,2.25,1.0,2400,1,0,0,1,2,1,3,98115,"SEATTLE","WA","Washington",595000.0
14125,1929,0,3,1.0,1.5,1400,0,0,1,0,0,0,3,98117,"SEATTLE","WA","Washington",470000.0
14126,1975,0,4,1.75,1.0,1700,0,0,0,1,1,0,4,98052,"REDMOND","WA","Washington",600000.0
14127,1997,0,4,3.75,2.5,3160,0,1,1,1,1,0,3,98040,"MERCER ISLAND","WA","Washington",1380000.0
14128,1985,0,3,1.75,1.0,1340,0,1,0,0,0,0,3,98034,"KIRKLAND","WA","Washington",427800.0
14129,1965,0,4,2.0,1.0,1470,0,0,1,0,0,0,4,98008,"BELLEVUE","WA","Washington",445000.0
14130,1953,0,3,1.75,1.0,1790,0,0,1,0,0,1,4,98133,"SEATTLE","WA","Washington",382000.0
14131,1989,0,3,1.5,1.0,1560,1,1,0,0,0,1,5,98074,"SAMMAMISH","WA","Washington",577000.0
14132,1990,0,3,2.5,2.0,2620,0,0,1,0,0,0,4,98038,"MAPLE VALLEY","WA","Washington",427000.0
14133,1962,0,3,1.0,1.0,1580,1,0,0,1,3,0,3,98198,"SEATTLE","WA","Washington",255000.0
14134,1961,0,3,1.0,1.0,1090,0,0,0,0,0,1,3,98014,"CARNATION","WA","Washington",240000.0
14135,1939,0,5,3.25,1.5,3240,1,0,1,0,0,0,4,98115,"SEATTLE","WA","Washington",1230000.0
14136,1955,0,4,1.75,1.0,2520,1,1,1,0,0,0,5,98056,"RENTON","WA","Washington",435000.0
14137,1949,0,3,1.75,1.0,2230,0,1,0,0,0,0,3,98004,"BELLEVUE","WA","Washington",1450000.0
14138,2002,0,4,3.0,2.0,2430,0,0,1,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",425000.0
14139,1923,0,2,1.0,1.0,1020,0,1,1,0,0,1,5,98136,"SEATTLE","WA","Washington",393000.0
14140,1959,0,4,1.0,1.0,1810,1,0,1,0,0,0,2,98168,"SEATTLE","WA","Washington",264950.0
14141,1987,0,4,2.5,2.0,3460,0,0,0,1,3,1,3,98074,"SAMMAMISH","WA","Washington",746500.0
14142,1956,0,3,1.0,1.0,2020,1,0,0,1,2,1,3,98125,"SEATTLE","WA","Washington",450000.0
